X,Y,u_x,u_y,,X1,Y1,sigma_xx,sigma_yy,sigma_xy
1.065217391,0,0,0,,1.317383094,0.845055668,-0.837271736,-2.145849098,0.028053901
1.068489451,1.246612883,0.014874814,-0.444040518,,1.317903053,0.381735604,-1.063295822,-2.59258146,0.045603978
1.076019261,0.503742375,0.009597269,-0.20523851,,1.319419281,0.014867187,-1.258768396,-2.942230502,0.056411891
1.076057244,1.077669789,0.014706725,-0.39662316,,1.32026683,0.810208054,-0.853354779,-2.179537955,0.029538292
1.076057244,1.077669789,0.014706725,-0.39662316,,1.321800363,1.871448615,-0.415074567,-1.135269215,-0.01002219
1.077128531,1.160294467,0.014930205,-0.420313152,,1.322146783,2.010980618,-0.365064327,-0.99570501,-0.013437378
1.077128531,1.160294467,0.014930205,-0.420313152,,1.322157378,2.98634702,-0.035751744,-0.013657403,-0.000809292
1.079902528,0.81554402,0.013229034,-0.314952764,,1.322747989,2.496645865,-0.199978789,-0.506852989,-0.017032903
1.079902528,0.81554402,0.013229034,-0.314952764,,1.324264058,0.17805989,-1.169850381,-2.786855858,0.052376008
1.079902528,0.81554402,0.013229034,-0.314952764,,1.326317922,2.410224526,-0.228670999,-0.594070684,-0.017608834
1.079902528,0.81554402,0.013229034,-0.314952764,,1.327394483,1.323747426,-0.627207999,-1.677891312,0.00894653
1.079902528,0.81554402,0.013229034,-0.314952764,,1.3287832,0.069737307,-1.228361646,-2.889664609,0.055556949
1.0839941,0.635995237,0.011442156,-0.253406272,,1.330094014,0.297948043,-1.106263613,-2.672180428,0.048935153
1.08588953,0.355263011,0.007310042,-0.148266431,,1.331219693,0.262526442,-1.124800914,-2.705960546,0.050126025
1.08588953,0.355263011,0.007310042,-0.148266431,,1.331520451,1.730465207,-0.466853159,-1.275592937,-0.005796092
1.090350204,0.214899429,0.004700956,-0.091687446,,1.333406067,0.96592289,-0.781431725,-2.027767986,0.02359297
1.090350204,0.214899429,0.004700956,-0.091687446,,1.334398924,2.154760316,-0.314784048,-0.851316711,-0.016079981
1.098386794,0.890110671,0.014069626,-0.339112647,,1.336032958,1.815081664,-0.435284328,-1.191277625,-0.00838559
1.098386794,0.890110671,0.014069626,-0.339112647,,1.337482256,2.067770228,-0.344823287,-0.938616028,-0.014628798
1.098957315,0.071633143,0.001664681,-0.031235522,,1.337725237,1.217313525,-0.671367322,-1.782068049,0.013396932
1.105167449,3,-0.000178643,-0.679876314,,1.339908805,2.962695296,-0.044962507,-0.037338116,-0.002192669
1.105167449,3,-0.000178643,-0.679876314,,1.342610881,1.354531224,-0.613928021,-1.647177446,0.007981162
1.105877449,2.94589795,0.000170611,-0.67972826,,1.343064168,0.862742849,-0.828056953,-2.127682279,0.028095085
1.105877449,2.94589795,0.000170611,-0.67972826,,1.347164305,0.793689253,-0.859994925,-2.194464246,0.031038651
1.10658745,2.8917959,0.000579314,-0.679129939,,1.34960714,0.693067998,-0.907600385,-2.291680501,0.035173959
1.10658745,2.8917959,0.000579314,-0.679129939,,1.350570178,2.872149551,-0.076301507,-0.128188524,-0.006926699
1.107297451,2.83769385,0.001041685,-0.67807924,,1.350591065,1.300834285,-0.635781239,-1.699723915,0.010260918
1.107297451,2.83769385,0.001041685,-0.67807924,,1.351929072,2.624217799,-0.158415342,-0.378018646,-0.015342216
1.108007451,2.7835918,0.001551969,-0.676574346,,1.354864311,1.420647819,-0.586542531,-1.58173872,0.005571487
1.108007451,2.7835918,0.001551969,-0.676574346,,1.356401122,0.418268619,-1.043259727,-2.555765435,0.045926566
1.108007451,2.7835918,0.001551969,-0.676574346,,1.359003988,0.314804052,-1.096506569,-2.654660967,0.049656476
1.108007451,2.7835918,0.001551969,-0.676574346,,1.360430713,1.604154089,-0.513916613,-1.40034004,-0.001269297
1.108007451,2.7835918,0.001551969,-0.676574346,,1.361107227,0.244449385,-1.133387776,-2.721725764,0.052069641
1.108007451,2.7835918,0.001551969,-0.676574346,,1.361415763,2.749877694,-0.117407802,-0.251262446,-0.011956157
1.109814047,0.752021598,0.013048211,-0.293602959,,1.364711757,0.14027274,-1.189009116,-2.820757686,0.055420998
1.109814047,0.752021598,0.013048211,-0.293602959,,1.36521651,2.282566267,-0.271142264,-0.722558016,-0.017641975
1.110127493,2.700830968,0.002412702,-0.673384814,,1.366868399,2.658755976,-0.147450236,-0.34314925,-0.014682398
1.110127493,2.700830968,0.002412702,-0.673384814,,1.367935937,1.509562665,-0.550550961,-1.493690028,0.002319581
1.112247534,2.618070136,0.003354669,-0.669124992,,1.368863694,1.033525153,-0.74976206,-1.960606661,0.021709502
1.112247534,2.618070136,0.003354669,-0.669124992,,1.370394575,2.592595186,-0.169122323,-0.409909215,-0.016140767
1.113905619,0.572472814,0.010969892,-0.230483809,,1.371010992,1.158505288,-0.695110996,-1.838533057,0.016519862
1.113905619,0.572472814,0.010969892,-0.230483809,,1.374168057,1.349240021,-0.614837089,-1.651452488,0.00871907
1.114367576,2.535309304,0.004358402,-0.663791956,,1.374462933,0.844599819,-0.835146468,-2.144005794,0.029789464
1.114367576,2.535309304,0.004358402,-0.663791956,,1.375103897,1.575552794,-0.524450011,-1.428298935,-7.29383E-05
1.116487617,2.452548471,0.005405041,-0.657384127,,1.375413789,2.962668478,-0.047007822,-0.03736123,-0.002252913
1.116487617,2.452548471,0.005405041,-0.657384127,,1.375679333,0.810393837,-0.851007874,-2.177097315,0.031250457
1.116487617,2.452548471,0.005405041,-0.657384127,,1.376104043,1.087207455,-0.725821356,-1.907992147,0.019630806
1.116487617,2.452548471,0.005405041,-0.657384127,,1.37627338,1.938817358,-0.389371458,-1.067211535,-0.011741941
1.116487617,2.452548471,0.005405041,-0.657384127,,1.376561822,1.113851774,-0.714183559,-1.881968116,0.018519577
1.116487617,2.452548471,0.005405041,-0.657384127,,1.376580843,2.509561119,-0.19628669,-0.493691686,-0.017401071
1.11687106,0.964677322,0.01481944,-0.362475335,,1.37895633,1.634327172,-0.501658287,-1.370035562,-0.002174234
1.11687106,0.964677322,0.01481944,-0.362475335,,1.379750236,0.926193446,-0.79747761,-2.064611391,0.026523907
1.117994937,2.368293115,0.0064923,-0.649759273,,1.379968117,1.317326057,-0.62775055,-1.682624629,0.010120485
1.117994937,2.368293115,0.0064923,-0.649759273,,1.380478938,2.87212696,-0.07773399,-0.128212096,-0.007076527
1.119283272,1.459084287,0.015277522,-0.49747241,,1.381198655,2.397772628,-0.232902443,-0.606424187,-0.018101837
1.119283272,1.459084287,0.015277522,-0.49747241,,1.381447508,1.416190604,-0.587292917,-1.585381075,0.006148978
1.119283272,1.459084287,0.015277522,-0.49747241,,1.381873377,2.31471507,-0.260327446,-0.690095904,-0.017947344
1.119283272,1.459084287,0.015277522,-0.49747241,,1.383918502,2.250062674,-0.281867584,-0.755140874,-0.017488464
1.119283272,1.459084287,0.015277522,-0.49747241,,1.385232919,1.24530455,-0.657585691,-1.753092682,0.013197816
1.119283272,1.459084287,0.015277522,-0.49747241,,1.386092864,1.715510005,-0.47066068,-1.2893841,-0.004948098
1.119502257,2.284037758,0.00758529,-0.641020952,,1.388163256,0.728569681,-0.889073577,-2.255700963,0.035046351
1.119502257,2.284037758,0.00758529,-0.641020952,,1.388317006,2.986320202,-0.039734162,-0.01368437,-0.000852377
1.12005528,1.539933644,0.014928933,-0.516120085,,1.388473783,0.296825732,-1.104900919,-2.670345772,0.051587169
1.12005528,1.539933644,0.014928933,-0.516120085,,1.389451344,0.261892665,-1.123242858,-2.703631364,0.052809356
1.120827289,1.620783,0.014471996,-0.533787157,,1.389708417,2.166413875,-0.30999645,-0.839144643,-0.016491583
1.120827289,1.620783,0.014471996,-0.533787157,,1.389926198,0.623963604,-0.939400275,-2.356534192,0.039370197
1.121009577,2.199782402,0.008666805,-0.631171107,,1.391324522,2.749855104,-0.118439722,-0.251270428,-0.012189024
1.121009577,2.199782402,0.008666805,-0.631171107,,1.391929923,1.824963829,-0.429978701,-1.180480629,-0.008458802
1.121599297,1.701632356,0.013912961,-0.550467546,,1.393303861,0.487345692,-1.006914665,-2.487732573,0.044868293
1.121599297,1.701632356,0.013912961,-0.550467546,,1.393465896,1.906403854,-0.400485934,-1.099306835,-0.010837965
1.122371306,1.782481713,0.0132589,-0.566155388,,1.393696796,2.05388969,-0.348517225,-0.95191388,-0.014464823
1.122371306,1.782481713,0.0132589,-0.566155388,,1.393832682,1.970353794,-0.377738097,-1.035460883,-0.012529172
1.122371306,1.782481713,0.0132589,-0.566155388,,1.394519135,1.50510545,-0.551287736,-1.497389678,0.002837276
1.122371306,1.782481713,0.0132589,-0.566155388,,1.396787424,0.379743905,-1.061535311,-2.590668611,0.049031437
1.122371306,1.782481713,0.0132589,-0.566155388,,1.402373383,2.658729158,-0.148346608,-0.343142394,-0.014995132
1.122371306,1.782481713,0.0132589,-0.566155388,,1.402544572,0.17805989,-1.167493495,-2.782795992,0.056132015
1.122407704,1.865743046,0.012485019,-0.581271522,,1.402562159,0.570679566,-0.965035483,-2.40722422,0.041975836
1.122407704,1.865743046,0.012485019,-0.581271522,,1.403282238,0.541554208,-0.979431404,-2.435188561,0.043157731
1.122444101,1.949004379,0.011629884,-0.595323274,,1.405312928,2.592358363,-0.169839811,-0.410092359,-0.016461116
1.122444101,1.949004379,0.011629884,-0.595323274,,1.405521389,0.069737307,-1.226333603,-2.885532375,0.059459644
1.122480499,2.032265712,0.01070444,-0.608305273,,1.405995435,2.509361623,-0.196664735,-0.493818774,-0.017663515
1.122480499,2.032265712,0.01070444,-0.608305273,,1.406199991,0.910910084,-0.803314581,-2.078362179,0.027941768
1.122516897,2.115527045,0.009720704,-0.620212633,,1.406661073,1.570261591,-0.525321242,-1.432743769,0.000487987
1.122516897,2.115527045,0.009720704,-0.620212633,,1.409979619,1.259196922,-0.650710709,-1.738647214,0.013118848
1.122516897,2.115527045,0.009720704,-0.620212633,,1.410613247,2.397573133,-0.232999392,-0.606500471,-0.018329614
1.122516897,2.115527045,0.009720704,-0.620212633,,1.412183802,0.742641322,-0.881384737,-2.241024009,0.035276369
1.122516897,2.115527045,0.009720704,-0.620212633,,1.41679173,2.314478246,-0.260221034,-0.690132227,-0.018172158
1.122516897,2.115527045,0.009720704,-0.620212633,,1.418006504,1.63084329,-0.501568418,-1.372565301,-0.001654268
1.123775888,0.423993451,0.008803206,-0.174920725,,1.418682339,0.014867187,-1.256359132,-2.936780896,0.061603375
1.123775888,0.423993451,0.008803206,-0.174920725,,1.418988028,1.712575245,-0.470628182,-1.291593545,-0.004585362
1.125973856,0.284836267,0.006289095,-0.120150674,,1.420071894,2.250016055,-0.281526654,-0.754927884,-0.017679045
1.125973856,0.284836267,0.006289095,-0.120150674,,1.420163384,2.166374603,-0.309545739,-0.838905229,-0.016597763
1.127922352,1.372765871,0.015672175,-0.476445296,,1.421612249,0.364599292,-1.068445263,-2.603872697,0.050665559
1.127922352,1.372765871,0.015672175,-0.476445296,,1.422352409,2.623954158,-0.160012011,-0.37819565,-0.015979509
1.132697238,0.143266286,0.003362174,-0.061768419,,1.424151763,2.053850419,-0.347875814,-0.951586811,-0.014487723
1.132697238,0.143266286,0.003362174,-0.061768419,,1.424825086,1.822029069,-0.430020943,-1.182793474,-0.008197199
1.135355326,1.039243973,0.015473159,-0.385035964,,1.425615699,1.01363892,-0.75616876,-1.977745021,0.024058144
1.135355326,1.039243973,0.015473159,-0.385035964,,1.426421146,0.192753796,-1.158840593,-2.76750705,0.05682651
1.136561432,1.286447455,0.015934238,-0.454316676,,1.428289002,1.169234402,-0.688069112,-1.825982288,0.017367596
1.136561432,1.286447455,0.015934238,-0.454316676,,1.429986074,1.970307175,-0.376830041,-1.034987608,-0.012477495
1.139725566,0.688499175,0.012750344,-0.271694642,,1.430886174,1.408581501,-0.588359224,-1.591382321,0.007262918
1.139725566,0.688499175,0.012750344,-0.271694642,,1.431038063,1.595379003,-0.514682999,-1.407299404,-0.000174597
1.141304348,0,0,0,,1.43251607,1.902919971,-0.400624812,-1.102145322,-0.010616959
1.145200512,1.200129039,0.016054855,-0.431095197,,1.436288255,2.282282824,-0.270694458,-0.722383177,-0.01805911
1.145200512,1.200129039,0.016054855,-0.431095197,,1.439179034,1.357923489,-0.608595808,-1.640868767,0.009523655
1.146511047,0.818603654,0.014181839,-0.315732649,,1.440317119,0.639181157,-0.929926244,-2.339469741,0.040607204
1.146511047,0.818603654,0.014181839,-0.315732649,,1.440722945,2.85249011,-0.087063969,-0.147943509,-0.008323368
1.153839592,1.113810623,0.016025932,-0.406789681,,1.440991575,1.477319704,-0.560435816,-1.523454862,0.004613278
1.153839592,1.113810623,0.016025932,-0.406789681,,1.443953457,2.988476385,-0.042505515,-0.011526715,-0.000749156
1.153839592,1.113810623,0.016025932,-0.406789681,,1.4440649,1.331039741,-0.619417231,-1.667075651,0.010754448
1.153839592,1.113810623,0.016025932,-0.406789681,,1.44452218,0.469097089,-1.014129504,-2.502645276,0.047673843
1.153839592,1.113810623,0.016025932,-0.406789681,,1.448527586,0.84155039,-0.833402225,-2.143720883,0.03224423
1.153839592,1.113810623,0.016025932,-0.406789681,,1.449107439,2.757964301,-0.117871282,-0.243072789,-0.012335944
1.153839592,1.113810623,0.016025932,-0.406789681,,1.44955226,0.812735886,-0.846775184,-2.171550714,0.033531357
1.161662247,0.49272389,0.010294686,-0.200908115,,1.451476946,1.935286856,-0.388589822,-1.069577911,-0.011472808
1.161662247,0.49272389,0.010294686,-0.200908115,,1.452065453,0.998355558,-0.761827193,-1.991496284,0.025462589
1.163860215,0.353566707,0.007880706,-0.147453466,,1.453035702,1.183126774,-0.681047539,-1.811476545,0.01734303
1.164995313,0.893170305,0.015062563,-0.339840451,,1.45358883,2.912781474,-0.068085787,-0.087379455,-0.00529209
1.16719689,3,-0.000411777,-0.679488328,,1.453804237,1.282478279,-0.639107558,-1.714312566,0.013033711
1.167906891,2.94589795,-2.39E-05,-0.679352589,,1.455333007,0.086820277,-1.21551934,-2.866467333,0.061549285
1.16832089,0.213203124,0.005052453,-0.090893876,,1.457075012,1.080111904,-0.725429111,-1.911760602,0.021983755
1.168616892,2.8917959,0.000426906,-0.678765363,,1.457473561,0.894233437,-0.808713865,-2.092293447,0.030217961
1.169326892,2.83769385,0.000934283,-0.677724549,,1.457618446,1.111741638,-0.711602668,-1.880928262,0.020598663
1.169326892,2.83769385,0.000934283,-0.677724549,,1.460722605,2.495710094,-0.201581948,-0.507421623,-0.018244183
1.169637086,0.624976752,0.012327797,-0.249233266,,1.462279984,0.759073648,-0.871457609,-2.222800069,0.036290445
1.169637086,0.624976752,0.012327797,-0.249233266,,1.462559165,1.516958074,-0.543924612,-1.483780943,0.00333661
1.175044271,0.071633143,0.001798911,-0.031202354,,1.462873192,0.293295237,-1.104144609,-2.66971188,0.055123198
1.175044271,0.071633143,0.001798911,-0.031202354,,1.463696672,0.26386825,-1.119653904,-2.697713179,0.056211051
1.176422566,0.755081232,0.013974059,-0.294411639,,1.464292538,2.409288756,-0.229258873,-0.594455203,-0.018698908
1.177640232,2.743970227,0.001924905,-0.674801429,,1.464337666,0.653252798,-0.922079955,-2.324725249,0.040908466
1.177640232,2.743970227,0.001924905,-0.674801429,,1.464458267,2.932705261,-0.062185964,-0.06739257,-0.004197121
1.178200046,1.426596581,0.016311169,-0.489421289,,1.469347005,0.453952476,-1.020824213,-2.515834334,0.049314191
1.178200046,1.426596581,0.016311169,-0.489421289,,1.472846583,0.347229995,-1.075553282,-2.61769115,0.053594488
1.179760274,2.661209395,0.002913581,-0.671110233,,1.472987424,2.69408398,-0.138965143,-0.307424433,-0.014618362
1.181880315,2.578448563,0.00397716,-0.666344577,,1.475253168,2.552171452,-0.183823038,-0.450475214,-0.017708767
1.183479579,0.967736956,0.015845165,-0.363150914,,1.476709269,0.209197237,-1.148348522,-2.749006343,0.058733171
1.184000357,2.495687731,0.00509495,-0.660502502,,1.476806645,0.571490229,-0.961606769,-2.402709825,0.044829578
1.184000357,2.495687731,0.00509495,-0.660502502,,1.477253611,2.154576107,-0.312567867,-0.85014872,-0.016531347
1.186839126,1.340278165,0.016671546,-0.467979921,,1.477661458,0.536915228,-0.978739445,-2.435858737,0.046298797
1.187539994,2.4099998,0.006294656,-0.65331153,,1.479209581,0.101514183,-1.206726464,-2.851114334,0.062347298
1.187539994,2.4099998,0.006294656,-0.65331153,,1.480336944,2.067586019,-0.341910653,-0.937125907,-0.014780727
1.188219688,1.494751443,0.016192075,-0.505484142,,1.483093903,1.538116529,-0.534817768,-1.462329209,0.002788267
1.188219688,1.494751443,0.016192075,-0.505484142,,1.483512663,2.352224682,-0.247601534,-0.651759005,-0.018736195
1.188991696,1.575600799,0.015765398,-0.523695575,,1.485821335,1.716699169,-0.466697354,-1.285953541,-0.004102904
1.189047314,2.325744444,0.007481075,-0.645126492,,1.486995498,1.12823341,-0.7031407,-1.863652713,0.020618032
1.189763705,1.656450156,0.015225096,-0.540924705,,1.487089992,1.223670042,-0.662320429,-1.770562759,0.01635275
1.190535713,1.737299512,0.014578089,-0.55716541,,1.488473777,1.061968873,-0.731992175,-1.928086711,0.023639177
1.190535713,1.737299512,0.014578089,-0.55716541,,1.489606921,2.578787181,-0.175652731,-0.423613852,-0.017407648
1.190554634,2.241489087,0.008661834,-0.635827516,,1.489817396,2.664790145,-0.148655126,-0.336929677,-0.015564602
1.192061953,2.15723373,0.009819148,-0.625417442,,1.490333842,1.801315626,-0.4354037,-1.202020053,-0.007059982
1.192061953,2.15723373,0.009819148,-0.625417442,,1.491708063,2.945946338,-0.059494195,-0.054116937,-0.003479642
1.195009926,1.821197878,0.013850241,-0.5729473,,1.492326966,0.017648985,-1.252846964,-2.929718822,0.065490067
1.195009926,1.821197878,0.013850241,-0.5729473,,1.492861716,2.212013929,-0.293224237,-0.79244361,-0.017477954
1.195046324,1.904459211,0.012972049,-0.58756837,,1.492931189,0.9618357,-0.776397494,-2.025135519,0.028285936
1.195082722,1.987720544,0.012010445,-0.601122879,,1.497585644,1.420200598,-0.580872255,-1.577784814,0.007965315
1.195119119,2.070981877,0.010977518,-0.613605383,,1.499936184,2.325103838,-0.256263353,-0.678905211,-0.018680061
1.195119119,2.070981877,0.010977518,-0.613605383,,1.499995398,2.010751285,-0.360928592,-0.993565993,-0.013362386
1.195478206,1.253959749,0.016887988,-0.445441785,,1.502599042,0.689969254,-0.902685341,-2.28740837,0.040744465
1.199548605,0.56145433,0.011773044,-0.22622442,,1.503458793,1.658539477,-0.487822893,-1.342989386,-0.001710847
1.199548605,0.56145433,0.011773044,-0.22622442,,1.505321674,0.588194813,-0.952154053,-2.385143815,0.045251418
1.199548605,0.56145433,0.011773044,-0.22622442,,1.506522087,2.239194875,-0.284105169,-0.765064826,-0.01787863
1.199548605,0.56145433,0.011773044,-0.22622442,,1.507131253,0.518936908,-0.986501854,-2.451501878,0.048249056
1.199548605,0.56145433,0.011773044,-0.22622442,,1.509749322,0.416307067,-1.038430631,-2.549606793,0.052559148
1.199548605,0.56145433,0.011773044,-0.22622442,,1.513899054,1.854310424,-0.415480929,-1.148933835,-0.008654306
1.201746573,0.422297146,0.009476987,-0.174091997,,1.514436344,1.628665,-0.498705139,-1.372164923,-0.000397763
1.201963845,1.042303607,0.016524312,-0.385659167,,1.514797637,1.113986087,-0.708058995,-1.876336409,0.02199576
1.201963845,1.042303607,0.016524312,-0.385659167,,1.51681935,1.079351285,-0.723073313,-1.909935091,0.023633461
1.203944541,0.283139963,0.006758322,-0.119340689,,1.517518901,0.138661805,-1.185161816,-2.81354478,0.063147344
1.203944541,0.283139963,0.006758322,-0.119340689,,1.518098922,1.981250798,-0.370638714,-1.022661434,-0.012503854
1.204117286,1.167641333,0.016951693,-0.421815708,,1.520503707,1.294097376,-0.631341649,-1.700442854,0.013975416
1.204117286,1.167641333,0.016951693,-0.421815708,,1.520671083,0.035092265,-1.242285356,-2.911432391,0.066536534
1.206334085,0.691558809,0.013643348,-0.272533996,,1.520776881,2.797817819,-0.108085535,-0.202915516,-0.011254466
1.210667923,0.141569982,0.003591786,-0.060985021,,1.521075733,1.194979397,-0.672956323,-1.797177204,0.018467363
1.213119566,0.821663288,0.015155828,-0.316485744,,1.521504549,2.988476385,-0.047625585,-0.011526647,-0.000789503
1.213119566,0.821663288,0.015155828,-0.316485744,,1.52545672,1.372953125,-0.598746474,-1.623104797,0.010571965
1.217391304,0,0,0,,1.528051552,2.620556121,-0.163350879,-0.381442431,-0.016908418
1.217391304,0,0,0,,1.529871354,1.881575705,-0.405236245,-1.121533135,-0.009426425
1.217391304,0,0,0,,1.530342586,1.346069377,-0.609491158,-1.649236069,0.011868507
1.229226332,3,-0.000681829,-0.679055708,,1.530563323,0.997956832,-0.758462276,-1.988340342,0.027770317
1.229936333,2.94589795,-0.00025182,-0.678932957,,1.532185719,2.451255123,-0.216099094,-0.551897778,-0.019023246
1.230646333,2.8917959,0.000244417,-0.678357404,,1.534424824,0.893842567,-0.805430161,-2.088999452,0.032685169
1.230646333,2.8917959,0.000244417,-0.678357404,,1.534779077,0.570731776,-0.959520229,-2.400280537,0.047180183
1.231603832,0.896229939,0.016076915,-0.340539067,,1.535733843,0.536048872,-0.976733335,-2.433489715,0.048708942
1.236245605,0.628036387,0.013181905,-0.250105336,,1.535765224,1.443072865,-0.570067321,-1.554011045,0.007700276
1.236245605,0.628036387,0.013181905,-0.250105336,,1.537313581,1.576567376,-0.517700934,-1.422806371,0.002049997
1.23711682,1.394108875,0.017353952,-0.481187075,,1.539231246,0.758682778,-0.868230807,-2.219270884,0.039019955
1.23711682,1.394108875,0.017353952,-0.481187075,,1.541330121,2.28207339,-0.26978104,-0.721758267,-0.018467049
1.237120564,1.109332168,0.017340832,-0.405112214,,1.542835535,0.652854072,-0.918865207,-2.320955594,0.043901596
1.237120564,1.109332168,0.017340832,-0.405112214,,1.544495754,1.182977709,-0.676996891,-1.807868991,0.019614731
1.238959673,2.798072277,0.001228363,-0.676235243,,1.548066261,0.841044788,-0.829176363,-2.139334212,0.035569144
1.239632932,0.491027586,0.011066138,-0.200062131,,1.548252377,0.453113841,-1.018041146,-2.512171852,0.052742644
1.239632932,0.491027586,0.011066138,-0.200062131,,1.549090934,0.812230285,-0.842564761,-2.167098913,0.03692875
1.2418309,0.351870403,0.008460918,-0.146625698,,1.550083247,0.017443281,-1.251318003,-2.926196752,0.068667211
1.243031085,0.758140866,0.014921176,-0.295194291,,1.550197319,0.346407883,-1.072997054,-2.61395483,0.057170509
1.2457559,1.307790459,0.017672978,-0.459334634,,1.551602935,2.112326135,-0.325221884,-0.891458772,-0.015682315
1.246291575,0.21150682,0.005407913,-0.090091681,,1.551661186,2.945946338,-0.063207946,-0.054116153,-0.003615264
1.247136462,1.462263736,0.017266286,-0.49756917,,1.554060006,0.208375125,-1.146075019,-2.745083011,0.062594596
1.247273013,2.704348654,0.002377798,-0.672742168,,1.554441123,1.012599462,-0.750820655,-1.972990922,0.027811863
1.247273013,2.704348654,0.002377798,-0.672742168,,1.556299961,1.46423132,-0.560758973,-1.532524052,0.007172392
1.249393054,2.621587822,0.003498966,-0.66854627,,1.557140902,2.84206129,-0.095985608,-0.158404648,-0.009447738
1.250088098,0.97079659,0.016892432,-0.363794856,,1.558114953,0.100675547,-1.204689927,-2.846955758,0.066519546
1.250088098,0.97079659,0.016892432,-0.363794856,,1.562928598,0.292231812,-1.100970469,-2.664784553,0.05989197
1.251513096,2.53882699,0.004687032,-0.663272221,,1.563752078,0.262804825,-1.116556814,-2.6927339,0.061058539
1.251513096,2.53882699,0.004687032,-0.663272221,,1.564297335,1.286079182,-0.632681251,-1.706495924,0.0153598
1.253014956,0.069936839,0.001895205,-0.030434802,,1.56525489,1.929208499,-0.387337438,-1.073510411,-0.01069002
1.253014956,0.069936839,0.001895205,-0.030434802,,1.565693912,2.745635652,-0.125976065,-0.255412967,-0.013605214
1.25439498,1.221472043,0.017836507,-0.436390413,,1.56764992,0.638143524,-0.924923375,-2.333692243,0.045526013
1.25439498,1.221472043,0.017836507,-0.436390413,,1.567692764,2.494667667,-0.202794397,-0.508067304,-0.018983882
1.255052733,2.453139059,0.005969734,-0.656666115,,1.568010339,2.861985077,-0.090374846,-0.138378283,-0.008499731
1.257156104,1.530418598,0.017081961,-0.513257696,,1.571334447,2.406509387,-0.230160904,-0.596659834,-0.019294915
1.257156104,1.530418598,0.017081961,-0.513257696,,1.571761999,2.891274046,-0.081516005,-0.108960512,-0.006935636
1.257928113,1.611267955,0.016570561,-0.531031239,,1.572346684,0.467528651,-1.009692082,-2.496942879,0.053187712
1.25859237,2.367451129,0.007281528,-0.648903708,,1.573140319,1.748344499,-0.451748523,-1.252402629,-0.004289998
1.25859237,2.367451129,0.007281528,-0.648903708,,1.581090933,2.986320202,-0.052419623,-0.013683962,-0.000971741
1.258700121,1.692117311,0.015940423,-0.547820846,,1.582046516,2.521283395,-0.194743592,-0.481236439,-0.018833372
1.258700121,1.692117311,0.015940423,-0.547820846,,1.582523883,2.716341818,-0.135472291,-0.284886728,-0.014728648
1.26009969,2.283195772,0.008564687,-0.640157593,,1.582891231,0.08580836,-1.212108092,-2.859382823,0.068335753
1.26160701,2.198940416,0.009829425,-0.630297787,,1.584236534,0.910005756,-0.795711146,-2.070800552,0.033577327
1.26160701,2.198940416,0.009829425,-0.630297787,,1.587717356,1.274077494,-0.636588113,-1.717198605,0.016489637
1.263174334,1.776015677,0.015219798,-0.564174183,,1.587757969,2.379388543,-0.238592896,-0.623774622,-0.019298471
1.264664176,2.112688562,0.01110059,-0.619045138,,1.588634262,1.386600192,-0.590379425,-1.607300572,0.011318057
1.267648546,1.859914043,0.014382659,-0.579454163,,1.589034708,2.157362373,-0.309534646,-0.845982433,-0.01656151
1.267648546,1.859914043,0.014382659,-0.579454163,,1.589802174,1.11304022,-0.704979366,-1.873801163,0.024129203
1.267684944,1.943175376,0.013393429,-0.593578496,,1.590220346,0.741736995,-0.873945736,-2.23278519,0.041667502
1.267721342,2.026436709,0.01231901,-0.60663408,,1.591505228,1.083864486,-0.717614481,-1.902041558,0.025563847
1.267721342,2.026436709,0.01231901,-0.60663408,,1.592180011,2.068623913,-0.338874592,-0.934396892,-0.014520176
1.272942604,0.694618443,0.014557585,-0.273348251,,1.59390765,1.51944827,-0.537408944,-1.477007768,0.005475473
1.272942604,0.694618443,0.014557585,-0.273348251,,1.594434322,1.354686229,-0.603066081,-1.638248718,0.012913635
1.276222498,0.559518442,0.012617564,-0.225276351,,1.59694596,1.16737389,-0.681212622,-1.820663387,0.021754416
1.276222498,0.559518442,0.012617564,-0.225276351,,1.599514666,2.57610115,-0.178287047,-0.426024681,-0.018227286
1.279717258,0.420600842,0.010162892,-0.173244938,,1.599720994,2.660409638,-0.152861306,-0.34117054,-0.016480152
1.279717258,0.420600842,0.010162892,-0.173244938,,1.600573027,0.362697232,-1.062461903,-2.59527122,0.058859917
1.279728085,0.824722923,0.016151525,-0.317209948,,1.602695078,2.184543319,-0.300401457,-0.818665027,-0.017068384
1.279728085,0.824722923,0.016151525,-0.317209948,,1.603167451,2.932705261,-0.070587987,-0.067388378,-0.004576207
1.281915226,0.281443659,0.007234538,-0.118518627,,1.604934453,1.030519683,-0.740469541,-1.95308953,0.028515564
1.281915226,0.281443659,0.007234538,-0.118518627,,1.605381923,0.190851735,-1.153673599,-2.758365901,0.065842951
1.285244817,1.037825151,0.01782866,-0.383920332,,1.608114334,0.924648387,-0.787897767,-2.055365961,0.033682108
1.287398258,1.163162878,0.018301009,-0.42013079,,1.609223301,2.324039758,-0.255784891,-0.679089468,-0.019013104
1.288638608,0.139873677,0.003822099,-0.060196147,,1.609246842,0.56734725,-0.957917423,-2.399138229,0.050395144
1.288638608,0.139873677,0.003822099,-0.060196147,,1.61005112,0.538130996,-0.972448687,-2.42707191,0.051736883
